uid,title,link,synopsis,score,ranked,popularity,members,episodes,genre
50425,"Fuufu Ijou, Koibito Miman.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,"Third-year high school student Jirou Yakuin is in love with his childhood friend and classmate, Shiori Sakurazaka. Thus, he hopes to be paired with her for the marriage practical: their school's practice of randomly selecting boy-girl pairs to live as pretend married couples while monitoring and rating them on how close they have gotten. Meanwhile, the lively Akari Watanabe wants to be assigned to her crush, the popular and good-looking Minami Tenjin.  Much to their dismay, Jirou and Akari find out that not only have they been paired together, but so have Shiori and Minami! Determined to be with their crushes, Jirou and Akari strive to earn as many points as possible, as the top 10 pairs earn the right to switch their partners—so long as both couples agree.  [Written by MAL Rewrite]",7.59,1700,661,395535,12,"['Romance', 'Love Polygon', 'School', 'Seinen']"
24151,Ao Haru Ride OVA,https://myanimelist.net/anime/24151/Ao_Haru_Ride_OVA,"Junior high student Futaba Yoshioka has always despised boys—she thinks they are all way too rowdy and annoying. The only exception is a boy in the class next to hers, Kou Tanaka, who seems different from the others. Through frequent encounters, Futaba and Kou exchange shy glances and awkward words with one another. Having had no experience in romance prior, Futaba has no idea what her growing feelings for Kou are supposed to imply.   During their second year of high school, Futaba and her friends go to a summer festival together. While the other girls decide not to wear yukatas, Yuuri Makita does as she is determined to get closer to Kou. Caught off guard, Futaba can only watch from afar as Yuuri and Kou seem to grow more and more intimate. At this rate, will Futaba be able to make progress with Kou?  [Written by MAL Rewrite]",7.57,1750,1655,156508,2,"['Romance', 'Love Polygon', 'School', 'Shoujo']"
40936,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,https://myanimelist.net/anime/40936/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo__Oretachi_no_Game_Set,"The original video anime episode will serve as the final chapter to the television series, focusing on the rivalry between the ""the protagonist"" Amatsuyu Kisaragi (Jouro) and Yasuo Hazuki (Hose), ""the background character.""  (Source: MAL News)",7.56,1800,1903,132071,1,"['Comedy', 'Romance', 'School']"
57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,https://myanimelist.net/anime/57217/Katsute_Mahou_Shoujo_to_Aku_wa_Tekitai_shiteita,"An evil army is leading a ground invasion against Earth, and their Lieutenant Shun Miller is determined to wreak havoc upon the populace. Miller's ruthless reputation strikes fear even into the hearts of his own subordinates, making him the perfect leader of a charge against a city protected by a powerful magical girl, Byakuya Mimori. However, his attack comes to a halt on the day of their first encounter—because he unexpectedly falls in love with Byakuya at first sight!  Overcome by Byakuya's adorably delicate innocence, Miller begins to shower her with gifts and kindness. But Miller soon learns that Byakuya's Angel—the cat-like familiar who turned her into a magical girl—has been exploiting and manipulating her all along. This discovery solidifies Miller's resolve to ensure Byakuya goes on to lead a happier life, but as the war continues, they wonder if their blossoming affection can overcome the reality of their differences.  [Written by MAL Rewrite]",7.55,1850,2340,98497,12,"['Comedy', 'Romance', 'Mahou Shoujo', 'Shounen']"
33350,Zhen Hun Jie,https://myanimelist.net/anime/33350/Zhen_Hun_Jie,"Based on the Chinese manhua. Requiem Street, where evil spirits are attracted to in order to destroy them. A place where spirits and humans co-exist, not all humans can enter Requiem Street. Only those rare-soul users with guardian spirits can enter. Xia Ling was just a normal university intern, but a meeting by chance changes her ordinary life... In this world full of evil spirits, can you cooperate with your guardian spirit in order to survive?   (Source: MU)",7.54,1900,3250,55781,24,"['Action', 'Supernatural']"
36896,Boku no Hero Academia the Movie 1: Futari no Hero,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero,"U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island, an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa, two talented hero equipment engineers. He also encounters his classmates, most of whom have been given the opportunity to spend part of their summer break at the festival.  However, a mysterious squad of villains infiltrates I-Island, and it is up to Midoriya and his friends to confront them, using their developing Quirks to fight off the new enemy and uncover a treacherous plot.  [Written by MAL Rewrite]",7.52,1950,272,794157,1,"['Action', 'Super Power', 'Shounen']"
56196,Boku no Hero Academia the Movie 4: You're Next,https://myanimelist.net/anime/56196/Boku_no_Hero_Academia_the_Movie_4__Youre_Next,The fourth   movie.,7.51,2000,2688,78352,1,"['Action', 'School', 'Super Power', 'Shounen']"
31376,Flying Witch,https://myanimelist.net/anime/31376/Flying_Witch,"In the witches' tradition, when a practitioner turns 15, they must become independent and leave their home to study witchcraft. Makoto Kowata is one such apprentice witch who leaves her parents' home in Yokohama in pursuit of knowledge and training. Along with her companion Chito, a black cat familiar, they embark on a journey to Aomori, a region favored by witches due to its abundance of nature and affinity with magic. They begin their new life by living with Makoto's second cousins, Kei Kuramoto and his little sister Chinatsu.  While Makoto may seem to be attending high school like any other teenager, her whimsical and eccentric involvement with witchcraft sets her apart from others her age. From her encounter with an anthropomorphic dog fortune teller to the peculiar magic training she receives from her older sister Akane, Makoto's peaceful everyday life is filled with the idiosyncrasies of witchcraft that she shares with her friends and family.   [Written by MAL Rewrite]",7.5,2050,949,282785,12,"['Fantasy', 'Slice of Life', 'Iyashikei', 'Urban Fantasy', 'Shounen']"
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,https://myanimelist.net/anime/19645/Doraemon_Movie_34__Shin_Nobita_no_Daimakyou_-_Peko_to_5-nin_no_Tankentai,"This is a remake of the 1982 film,  , which was written by original Doraemon co-creator Fujiko F. Fujio.  (Source: Wikipedia)",7.5,2049,6669,11337,1,"['Adventure', 'Comedy', 'Fantasy', 'Kids']"
31553,Charlotte: Tsuyoimono-tachi,https://myanimelist.net/anime/31553/Charlotte__Tsuyoimono-tachi,"Takehito Kumagami's clairvoyance leads his group of friends to another child with supernatural powers: Iori Sekiguchi, a mind reader. However, as they try to approach her, they realize her power makes her nearly impossible to pin down. Having been chosen by the club to handle this case, Nao Tomori and Yuu Otosaka must find a way to get around the child's unique ability before it is too late.  [Written by MAL Rewrite]",7.5,2048,1319,203878,1,"['Drama', 'School', 'Super Power']"
4981,Casshern Sins,https://myanimelist.net/anime/4981/Casshern_Sins,"In a distant future, Earth has become a wasteland and humanity as we know it has died out. All that remains are sentient robots. They were supposed to be able to live forever—until the one called Luna died and the Ruin started. Their bodies will rust, and there is nothing that can be done to fix it. Now the robots are left only to contemplate their deaths, kept going only by the rumor that if they eat the one called Casshern, they will gain immortality.  Casshern knows nothing about his past, why he exists, or what he is, but he must find out, or he will face the constant torment of being hunted by robots who don't want to die. Casshern leaves death wherever he goes, but he must face it if he is to find out the truth of this world.  [Written by MAL Rewrite]",7.5,2047,1512,175268,24,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Psychological']"
49834,Boku ga Aishita Subete no Kimi e,https://myanimelist.net/anime/49834/Boku_ga_Aishita_Subete_no_Kimi_e,"A world where it has been established that people routinely swing between slightly different parallel worlds...  Koyomi Takasaki, who lives with his mother following his parents' divorce, enrolls in a local university prep school. Due to the atmosphere concentrated on studies and his social awkwardness, Koyomi is unable to make friends. One day, he is suddenly approached by his classmate Kazune Takigawa, who tells him that she has travelled from the 85th world where she and Koyomi are lovers.  (Source: MAL News)",7.5,2046,2032,120966,1,"['Romance', 'Sci-Fi']"
1050,Bobobo-bo Bo-bobo,https://myanimelist.net/anime/1050/Bobobo-bo_Bo-bobo,"In a futuristic world, the Maruhage Empire is a militant organization out to steal everyone's hair, and thus their freedom. But a brave man with an afro of gold and nose hairs of steel stands up against their tyranny. Bobobo-bo Bo-bobo, trained in the ways of hair, rescues a teenager named Beauty from the grunts of the Maruhage Empire. Together, they start on a journey to defeat Emperor Tsuru Tsurulina IV. As Bo-bobo meets new friends and battles foes along the way, so too does he begin his quest to save all the hairs of the world!  Light-hearted and comical,   details a wacky adventure in which Bo-bobo and his companions fight all sorts of villains and deviants within the Maruhage Empire, all the while having a fun and exciting adventure.  [Written by MAL Rewrite]",7.5,2045,2327,99532,76,"['Adventure', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Parody', 'Shounen']"
